"","ID","Year","division","Month","Temp","longTermAvg","TempAnom"
"1",4402021970,1970,"VADiv2","Jan",-1,2.42798353909465,-3.42798353909465
"2",4402021970,1970,"VADiv2","Feb",3,4.22942386831276,-1.22942386831276
"3",4402021970,1970,"VADiv2","Mar",5.77777777777778,8.46913580246914,-2.69135802469136
"4",4402021970,1970,"VADiv2","Apr",13.3333333333333,13.7201646090535,-0.386831275720164
"5",4402021970,1970,"VADiv2","May",19.3888888888889,18.3251028806584,1.06378600823045
"6",4402021970,1970,"VADiv2","Jun",23.0555555555556,22.8292181069959,0.226337448559672
"7",4402021970,1970,"VADiv2","Jul",24.6666666666667,25.2150205761317,-0.548353909465014
"8",4402021970,1970,"VADiv2","Aug",24.0555555555556,24.3508230452675,-0.295267489711932
"9",4402021970,1970,"VADiv2","Sep",22.6666666666667,20.7469135802469,1.91975308641975
"10",4402021970,1970,"VADiv2","Oct",15.6666666666667,14.4300411522634,1.23662551440329
"11",4402021970,1970,"VADiv2","Nov",8.83333333333333,8.97119341563786,-0.137860082304526
"12",4402021970,1970,"VADiv2","Dec",4.22222222222222,4.55761316872428,-0.335390946502057
"13",4402021971,1971,"VADiv2","Jan",0.444444444444443,2.42798353909465,-1.98353909465021
"14",4402021971,1971,"VADiv2","Feb",3.27777777777778,4.22942386831276,-0.95164609053498
"15",4402021971,1971,"VADiv2","Mar",6.33333333333333,8.46913580246914,-2.1358024691358
"16",4402021971,1971,"VADiv2","Apr",12.0555555555556,13.7201646090535,-1.66460905349794
"17",4402021971,1971,"VADiv2","May",16.6666666666667,18.3251028806584,-1.65843621399177
"18",4402021971,1971,"VADiv2","Jun",23,22.8292181069959,0.170781893004119
"19",4402021971,1971,"VADiv2","Jul",24.1111111111111,25.2150205761317,-1.10390946502057
"20",4402021971,1971,"VADiv2","Aug",23.1666666666667,24.3508230452675,-1.18415637860082
"21",4402021971,1971,"VADiv2","Sep",21.2222222222222,20.7469135802469,0.475308641975307
"22",4402021971,1971,"VADiv2","Oct",17.1666666666667,14.4300411522634,2.73662551440329
"23",4402021971,1971,"VADiv2","Nov",8.22222222222222,8.97119341563786,-0.748971193415638
"24",4402021971,1971,"VADiv2","Dec",8,4.55761316872428,3.44238683127572
"25",4402021972,1972,"VADiv2","Jan",4.22222222222222,2.42798353909465,1.79423868312757
"26",4402021972,1972,"VADiv2","Feb",2.22222222222222,4.22942386831276,-2.00720164609053
"27",4402021972,1972,"VADiv2","Mar",8,8.46913580246914,-0.469135802469136
"28",4402021972,1972,"VADiv2","Apr",12.6111111111111,13.7201646090535,-1.10905349794239
"29",4402021972,1972,"VADiv2","May",17,18.3251028806584,-1.32510288065844
"30",4402021972,1972,"VADiv2","Jun",20.3333333333333,22.8292181069959,-2.49588477366256
"31",4402021972,1972,"VADiv2","Jul",24.2777777777778,25.2150205761317,-0.937242798353907
"32",4402021972,1972,"VADiv2","Aug",23.2222222222222,24.3508230452675,-1.12860082304527
"33",4402021972,1972,"VADiv2","Sep",20.4444444444444,20.7469135802469,-0.302469135802472
"34",4402021972,1972,"VADiv2","Oct",12.5,14.4300411522634,-1.93004115226337
"35",4402021972,1972,"VADiv2","Nov",7.38888888888889,8.97119341563786,-1.58230452674897
"36",4402021972,1972,"VADiv2","Dec",6.33333333333333,4.55761316872428,1.77572016460905
"37",4402021973,1973,"VADiv2","Jan",2.72222222222222,2.42798353909465,0.294238683127571
"38",4402021973,1973,"VADiv2","Feb",2.5,4.22942386831276,-1.72942386831276
"39",4402021973,1973,"VADiv2","Mar",10.3333333333333,8.46913580246914,1.8641975308642
"40",4402021973,1973,"VADiv2","Apr",12.9444444444444,13.7201646090535,-0.775720164609055
"41",4402021973,1973,"VADiv2","May",16.8888888888889,18.3251028806584,-1.43621399176955
"42",4402021973,1973,"VADiv2","Jun",23.7222222222222,22.8292181069959,0.893004115226336
"43",4402021973,1973,"VADiv2","Jul",24.6666666666667,25.2150205761317,-0.548353909465014
"44",4402021973,1973,"VADiv2","Aug",24.5,24.3508230452675,0.149176954732507
"45",4402021973,1973,"VADiv2","Sep",21.8333333333333,20.7469135802469,1.08641975308642
"46",4402021973,1973,"VADiv2","Oct",15.0555555555556,14.4300411522634,0.625514403292181
"47",4402021973,1973,"VADiv2","Nov",9.83333333333334,8.97119341563786,0.862139917695476
"48",4402021973,1973,"VADiv2","Dec",3.94444444444445,4.55761316872428,-0.613168724279835
"49",4402021974,1974,"VADiv2","Jan",7.11111111111111,2.42798353909465,4.68312757201646
"50",4402021974,1974,"VADiv2","Feb",3.94444444444445,4.22942386831276,-0.284979423868311
